JUnit version 4.13.2
2024-11-12 17:38:49,157 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos_ESTest
2024-11-12 17:38:49,158 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos_ESTest'.
2024-11-12 17:38:49,223 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos_ESTest_scaffolding
2024-11-12 17:38:49,223 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos_ESTest_scaffolding'.
2024-11-12 17:38:49,228 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos_ESTest_scaffolding
2024-11-12 17:38:49,228 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos_ESTest
2024-11-12 17:38:49,228 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistryLite
2024-11-12 17:38:49,228 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.ExtensionRegistryLite'.
2024-11-12 17:38:49,235 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistryLite
2024-11-12 17:38:49,322 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistryLite
2024-11-12 17:38:49,324 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistryLite
2024-11-12 17:38:49,324 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistry
2024-11-12 17:38:49,324 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.ExtensionRegistry'.
2024-11-12 17:38:49,325 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistry
2024-11-12 17:38:49,328 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistry
2024-11-12 17:38:49,328 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistry
2024-11-12 17:38:49,329 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocolPB.JournalProtocolPB
2024-11-12 17:38:49,329 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocolPB.JournalProtocolPB'.
2024-11-12 17:38:49,329 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos$JournalProtocolService$BlockingInterface
2024-11-12 17:38:49,329 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos$JournalProtocolService$BlockingInterface'.
2024-11-12 17:38:49,330 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.proto.JournalProtocolProtos$JournalProtocolService$BlockingInterface
2024-11-12 17:38:49,330 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocolPB.JournalProtocolPB
2024-11-12 17:38:49,330 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.Message
2024-11-12 17:38:49,330 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.Message'.
2024-11-12 17:38:49,331 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.MessageLite
2024-11-12 17:38:49,331 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.MessageLite'.
2024-11-12 17:38:49,331 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.MessageLiteOrBuilder
2024-11-12 17:38:49,331 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.MessageLiteOrBuilder'.
2024-11-12 17:38:49,332 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.MessageLiteOrBuilder
2024-11-12 17:38:49,332 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.MessageLite
2024-11-12 17:38:49,332 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.MessageOrBuilder
2024-11-12 17:38:49,332 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.MessageOrBuilder'.
2024-11-12 17:38:49,332 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.MessageOrBuilder
2024-11-12 17:38:49,332 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.Message
2024-11-12 17:38:49,482 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.server.protocol.BlockRecoveryCommand$RecoveringStripedBlock
2024-11-12 17:38:49,482 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.server.protocol.BlockRecoveryCommand$RecoveringStripedBlock'.
2024-11-12 17:38:49,482 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/server/protocol/BlockRecoveryCommand$RecoveringStripedBlock
2024-11-12 17:38:49,483 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/hdfs/server/protocol/BlockRecoveryCommand$RecoveringStripedBlock
2024-11-12 17:38:49,483 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.hdfs.server.protocol, -726077295
2024-11-12 17:38:49,483 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.server.protocol.BlockRecoveryCommand$RecoveringBlock
2024-11-12 17:38:49,483 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.server.protocol.BlockRecoveryCommand$RecoveringBlock'.
2024-11-12 17:38:49,484 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/server/protocol/BlockRecoveryCommand$RecoveringBlock
2024-11-12 17:38:49,484 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/hdfs/server/protocol/BlockRecoveryCommand$RecoveringBlock
2024-11-12 17:38:49,484 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.LocatedBlock
2024-11-12 17:38:49,484 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.LocatedBlock'.
2024-11-12 17:38:49,485 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/LocatedBlock
2024-11-12 17:38:49,495 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/hdfs/protocol/LocatedBlock
2024-11-12 17:38:49,495 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.hdfs.protocol, -1396960598
2024-11-12 17:38:49,496 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.LocatedBlock
2024-11-12 17:38:49,496 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.server.protocol.BlockRecoveryCommand$RecoveringBlock
2024-11-12 17:38:49,496 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.server.protocol.BlockRecoveryCommand$RecoveringStripedBlock
2024-11-12 17:38:49,496 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.DatanodeInfo
2024-11-12 17:38:49,496 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.DatanodeInfo'.
2024-11-12 17:38:49,505 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/DatanodeInfo
2024-11-12 17:38:49,511 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/hdfs/protocol/DatanodeInfo
2024-11-12 17:38:49,512 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.net.Node
2024-11-12 17:38:49,512 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.net.Node'.
2024-11-12 17:38:49,513 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.net, -1243656086
2024-11-12 17:38:49,513 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.net.Node
2024-11-12 17:38:49,514 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.DatanodeID
2024-11-12 17:38:49,514 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.DatanodeID'.
2024-11-12 17:38:49,514 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/DatanodeID
2024-11-12 17:38:49,516 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/hdfs/protocol/DatanodeID
2024-11-12 17:38:49,517 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.DatanodeID
2024-11-12 17:38:49,517 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.DatanodeInfo
2024-11-12 17:38:49,517 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.DatanodeInfoWithStorage
2024-11-12 17:38:49,517 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.DatanodeInfoWithStorage'.
2024-11-12 17:38:49,517 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/DatanodeInfoWithStorage
2024-11-12 17:38:49,521 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/hdfs/protocol/DatanodeInfoWithStorage
2024-11-12 17:38:49,521 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.DatanodeInfoWithStorage
2024-11-12 17:38:49,522 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.LocatedBlock$ProvidedLastComparator
2024-11-12 17:38:49,522 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.LocatedBlock$ProvidedLastComparator'.
2024-11-12 17:38:49,522 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/LocatedBlock$ProvidedLastComparator
2024-11-12 17:38:49,522 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/hdfs/protocol/LocatedBlock$ProvidedLastComparator
2024-11-12 17:38:49,523 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.LocatedBlock$ProvidedLastComparator
2024-11-12 17:38:49,523 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.ByteString$Output
2024-11-12 17:38:49,523 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.ByteString$Output'.
2024-11-12 17:38:49,524 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/protobuf/ByteString$Output
2024-11-12 17:38:49,526 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/protobuf/ByteString$Output
2024-11-12 17:38:49,526 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.ByteString$Output
2024-11-12 17:38:49,526 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.Writer
2024-11-12 17:38:49,526 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.Writer'.
2024-11-12 17:38:49,527 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.Writer
