JUnit version 4.13.2
2024-11-14 03:50:35,839 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.proto.AliasMapProtocolProtos_ESTest
2024-11-14 03:50:35,840 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.proto.AliasMapProtocolProtos_ESTest'.
2024-11-14 03:50:35,929 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.proto.AliasMapProtocolProtos_ESTest_scaffolding
2024-11-14 03:50:35,929 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.proto.AliasMapProtocolProtos_ESTest_scaffolding'.
2024-11-14 03:50:35,933 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.proto.AliasMapProtocolProtos_ESTest_scaffolding
2024-11-14 03:50:35,933 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.proto.AliasMapProtocolProtos_ESTest
2024-11-14 03:50:35,933 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistryLite
2024-11-14 03:50:35,933 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.ExtensionRegistryLite'.
2024-11-14 03:50:35,940 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistryLite
2024-11-14 03:50:36,033 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistryLite
2024-11-14 03:50:36,034 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistryLite
2024-11-14 03:50:36,034 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistry
2024-11-14 03:50:36,034 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.ExtensionRegistry'.
2024-11-14 03:50:36,035 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistry
2024-11-14 03:50:36,041 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/protobuf/ExtensionRegistry
2024-11-14 03:50:36,041 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.protobuf.ExtensionRegistry
2024-11-14 03:50:36,042 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.Message
2024-11-14 03:50:36,042 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.Message'.
2024-11-14 03:50:36,043 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.MessageLite
2024-11-14 03:50:36,043 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.protobuf.MessageLite'.
2024-11-14 03:50:36,045 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.protobuf.MessageLiteOrBuilder
